,inputs,outputs,prediction
307,"i need the closest hospital.  the hospital#poi is Pizza_Chicago#distance away at Palo_Alto_Medical_Foundation#address. would you like directions there? yes, please give me directions via the route with no traffic. there is The_Westin#traffic_info on our way and you should be able to reach there fast. i sent all the info on your screen, drive carefully! thank you car!",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the route <pad> <pad> <unk> <unk> drive <unk> <eos>
308,info about football please.,your football  activity is on dinner#date at 9 am with your yoga_activity#party.,<pad> closest is <unk> on <unk> at <pad> <pad> <unk> <pad> you at at <unk> having the with <unk> <eos>
309,"info about football please.  your football  activity is on dinner#date at 9 am with your yoga_activity#party.  thanks, that's all.",happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome <eos>
310,take me to the nearest grocery store,there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the nearest grocery store is <unk> <unk> setting at <unk> <eos>
311,take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes.,grocery_store#poi is at Safeway#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set you're <unk> <eos>
312,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there!",the only route has The_Westin#traffic_info is that going to be okay?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set you're <unk> <eos>
313,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there! the only route has The_Westin#traffic_info is that going to be okay? where is the nearest grocery store with no traffic?","grocery_store#poi is the only grocery store listed, it has The_Westin#traffic_info. will that be ok?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set you're <unk> <eos>
314,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there! the only route has The_Westin#traffic_info is that going to be okay? where is the nearest grocery store with no traffic? grocery_store#poi is the only grocery store listed, it has The_Westin#traffic_info. will that be ok? yes please set the gps for there.",setting destination now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set you're <unk> <eos>
315,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there! the only route has The_Westin#traffic_info is that going to be okay? where is the nearest grocery store with no traffic? grocery_store#poi is the only grocery store listed, it has The_Westin#traffic_info. will that be ok? yes please set the gps for there.  setting destination now.  thank you.",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set you're <unk> <eos>
316,is it currently hailing in manhattan?,"it is not hailing in manhattan, the forecast says it is dry today.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in not <unk> in currently <unk> <eos>
317,"is it currently hailing in manhattan?  it is not hailing in manhattan, the forecast says it is dry today. thank you car!",any time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> glad i could <unk> <eos>
318,is it going to be cloudy this week,could you please let me know what place i am looking up the data for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> do you city are you <unk> <eos>
319,is it going to be cloudy this week could you please let me know what place i am looking up the data for? boston,this week boston does not have any weather predictions of it being cloudy,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it <pad> <pad> <unk> <pad> you you're <unk> <eos>
320,"is it going to be cloudy this week could you please let me know what place i am looking up the data for? boston this week boston does not have any weather predictions of it being cloudy thanks car, that works.",no problem my driver!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it <pad> <pad> <unk> <pad> you you're <unk> <eos>
321,check weather for new york city,for which time period did you want weather information?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what time period are you interested <unk> <eos>
322,"check weather for new york city for which time period did you want weather information? i need current weather data about new york, specifically information about the temperature.",it is between 50dinner#agenda70f in new york right now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you to <unk> <eos>
323,"check weather for new york city for which time period did you want weather information? i need current weather data about new york, specifically information about the temperature.  it is between 50dinner#agenda70f in new york right now. awesome.",no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you to <unk> <eos>
324,what's the temperature going to be like this week,what city are you in?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what <pad> do you are you inquiring <unk> <eos>
325,what's the temperature going to be like this week what city are you in? i'm in manhattan,this week in manhattan the temperature will range from 20f to 100f,the temperature in temperature temperature for temperature week week is is a and high a the high of <unk> <eos>
326,what's the temperature going to be like this week what city are you in? i'm in manhattan this week in manhattan the temperature will range from 20f to 100f thank you very much car!,i'm here to assist you!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> very <unk> <eos>
327,set a reminder for me to take my medicine at 9am on sunday with by brother frank.,"okay, setting a reminder to take medicine with your yoga_activity#party frank at 9 am on dinner#date.",<pad> <pad> <pad> <pad> <pad> <unk> <unk> a <unk> any is <unk> at with with <unk> for at <unk> <eos>
328,"set a reminder for me to take my medicine at 9am on sunday with by brother frank. okay, setting a reminder to take medicine with your yoga_activity#party frank at 9 am on dinner#date. thank you",no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
329,"i need to know my conference agenda, date and who is attending.",your conference is set for football_activity#date with your conference#party to conference#agenda.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> your on your you <unk> one like you your your be <unk> <eos>
330,"i need to know my conference agenda, date and who is attending.  your conference is set for football_activity#date with your conference#party to conference#agenda. great, and who all will be there?",the conference is with your conference#party.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no problem <eos>
331,"i need to know my conference agenda, date and who is attending.  your conference is set for football_activity#date with your conference#party to conference#agenda. great, and who all will be there? the conference is with your conference#party. thanks.",you're welcome. don't forget it's held in conference#room.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no problem <eos>
332,"i need to know my conference agenda, date and who is attending.  your conference is set for football_activity#date with your conference#party to conference#agenda. great, and who all will be there? the conference is with your conference#party. thanks. you're welcome. don't forget it's held in conference#room. thank you.",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no problem <eos>
333,where does my friend live?,jack lives at jacks_house#address.,<pad> <pad> <pad> <pad> <pad> <pad> two <pad> <pad> <pad> <pad> <unk> <pad> <pad> do you lives to <unk> <eos>
334,where does my friend live? jack lives at jacks_house#address. thanks.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> is is a is <unk> away is <unk> <unk> you want navigation <unk> <eos>
335,get me directions to the nearest starbucks,there is no coffee_or_tea_place#poi locally.,<pad> <pad> <pad> <pad> <pad> but <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> would you like at <unk> <eos>
336,get me directions to the nearest starbucks there is no coffee_or_tea_place#poi locally.  any coffee shops locally?,coffee_or_tea_place#poi is Stanford_Express_Care#distance away at Teavopfootball_activity#partyetrist_appointment#party#address. with The_Westin#traffic_info.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away away its on to <unk> <eos>
337,"get me directions to the nearest starbucks there is no coffee_or_tea_place#poi locally.  any coffee shops locally? coffee_or_tea_place#poi is Stanford_Express_Care#distance away at Teavopfootball_activity#partyetrist_appointment#party#address. with The_Westin#traffic_info.  ok, please give me the directions via the fastest route.",the current route is the fastest one i can find,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the <pad> <pad> your <unk> to <unk> <eos>
338,"get me directions to the nearest starbucks there is no coffee_or_tea_place#poi locally.  any coffee shops locally? coffee_or_tea_place#poi is Stanford_Express_Care#distance away at Teavopfootball_activity#partyetrist_appointment#party#address. with The_Westin#traffic_info.  ok, please give me the directions via the fastest route.  the current route is the fastest one i can find great, thank you",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the <pad> <pad> your <unk> to <unk> <eos>
339,where can i find a parking garage?,parking_garage#poi	is at Palo_Alto_Garage_R#address.,we're we're away from away and suggest away from <unk> i suggest you the closest option since there is <eos>
340,where can i find a parking garage? parking_garage#poi	is at Palo_Alto_Garage_R#address. is that the quickest route?,"i will send on your screen the quickest route, sure, there is Pizza_Chicago#traffic_info now and we will have to make the route slightly longer",<pad> <pad> <pad> <pad> <pad> <pad> is is is <unk> away the <unk> route available option is the <unk> <eos>
341,"where can i find a parking garage? parking_garage#poi	is at Palo_Alto_Garage_R#address. is that the quickest route? i will send on your screen the quickest route, sure, there is Pizza_Chicago#traffic_info now and we will have to make the route slightly longer ok thanks for the notification.","you're welcome, we should arrive shortly.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <unk> <eos>
342,which day is my appointment on,which appointment would you like the date for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> appointment is on <unk> <eos>
343,will there be clear skies in fresno on wednesday?,"the forecast says there will be snow in fresno, there is no mention of clear skies on lab_appointment#date.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> on there will rain forecast lowest high a <unk> <eos>
344,"will there be clear skies in fresno on wednesday? the forecast says there will be snow in fresno, there is no mention of clear skies on lab_appointment#date. thank you",you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you very <unk> <eos>
345,directions to the grocery store,grocery_store#poi located at Whole_Foods#address is 1 mile away although there is a Valero#traffic_info,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> is that <unk> <eos>
