,inputs,outputs,prediction
825,search today's forecast,what city can i give you the weather forecast for?,"['today', 'in', 'seattle', 'forecast', 'is', 'is', 'in', 'with', 'with', 'low', 'low', 'low', 'of', 'and', 'a', 'a', 'high', 'high', '40f', '<eos>']"
826,schedule a meeting at 6 pm on the 5th of this month with boss to go over quarterly report.,"okay, scheduling a meeting with your boss to go over quarterly report on the 5th at 6pm.","['<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'at', 'at', 'at', 'at', '<unk>', '<unk>', 'would', 'at', 'at', 'directions', 'nearby', '<unk>', '<eos>']"
827,what's the weather like in grand rapids,is there a specific day you would like me to check the weather in grand rapids for?,"['<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'of', 'of', '<unk>', '<eos>']"
828,what is the weather like in new york city,did you want the current weather?,"['<pad>', '<pad>', '<pad>', 'in', 'is', 'is', 'in', 'with', 'low', 'low', 'low', 'of', 'of', 'and', 'a', 'high', 'of', 'of', '<unk>', '<eos>']"
829,is it raining today,what city would you like weather information about?,"['<pad>', '<unk>', 'i', 'i', 'i', 'scheduled', 'scheduled', 'scheduled', 'for', '<unk>', '<unk>', 'i', '<unk>', '<unk>', 'help', 'help', 'anything', 'anything', '<unk>', '<eos>']"
830,is it raining today what city would you like weather information about? i need it for new york.,yes the forecast calls for rain in new york today.,"['cleveland', 'is', 'dry', 'dry', 'not', 'not', 'not', 'not', 'in', 'week', 'week', 'week', 'week', 'week', 'drizzle', 'drizzle', 'drizzle', '<unk>', '<eos>', '<eos>']"
831,remind me about my lab appointment,what date is your appointment?,"['<pad>', '<pad>', 'you', 'you', 'you', 'to', 'to', 'in', 'in', 'lab', '<unk>', '<unk>', '<unk>', 'sister', 'or', 'or', 'or', '<unk>', '<unk>', '<eos>']"
832,"please give me the address and directions to home within 5 miles of here, avoiding all heavy traffic.",i'm sorry the only route home has heavy traffic. it will be a 7 mile drive to 10 ames street,"['civic', 'only', 'garage', 'garage', 'at', 'at', 'at', 'with', 'with', 'with', 'with', 'with', 'no', 'no', 'no', 'no', 'setting', 'now', 'now', '<eos>']"
833,is it snowing in redwood city right now?,it is cloudy in redwood city today.,"['<pad>', '<pad>', '<pad>', 'the', 'in', 'in', 'in', 'in', 'in', 'a', 'a', 'of', 'of', 'a', 'a', 'of', 'of', 'manhattan', '<unk>', '<eos>']"
834,is it snowing in redwood city right now? it is cloudy in redwood city today. but it's not snowing?,"no, it is not snowing in redwood city today.","['<pad>', '<pad>', 'not', 'not', 'not', 'not', 'not', 'not', 'not', 'week', 'week', 'week', 'week', 'for', 'for', 'this', 'this', 'week', '<unk>', '<eos>']"
835,take me to the mall to buy some clothes,would you prefer stanford shopping center which is 7 miles away with no traffic or ravenswood shopping center which is 1 mile away with a road block nearby?,"['<pad>', '<pad>', 'is', 'is', 'is', 'at', 'at', 'at', 'at', 'at', 'miles', '<unk>', '<unk>', '<unk>', 'give', 'at', 'miles', '<unk>', '<eos>', '<eos>']"
836,what is the date and time for my yoga activity?,you have two yoga activities scheduled. one on monday at 5pm and another on the 5th at 4pm.,"['you', 'have', 'two', 'appointments', 'appointments', 'scheduled', 'one', 'one', 'at', 'at', 'at', 'and', 'and', 'and', 'at', 'at', 'at', 'at', '9am', '<eos>']"
837,navigate home,there is moderate traffic on the 4 mile route home to 56 cadwell street,"['<pad>', '<unk>', '<unk>', 'a', 'a', 'a', 'at', 'at', 'this', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'this', 'this', '<unk>', '<eos>']"
838,"navigate home there is moderate traffic on the 4 mile route home to 56 cadwell street okay, thank you",you're welcome; drive carefully.,"['i', '<unk>', '<pad>', '<unk>', 'your', 'your', 'your', 'route', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', '<eos>']"
839,i'm in the mood for some tea can you show me directions to the nearest cafe,here are directions to cafe venetia.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', 'at', 'at', 'directions', 'now', '<unk>', '<eos>']"
840,remind me about tennis at 10am at the end of march with martha,okay a reminder is set for tennis with martha at 10am. what is the date for the scheduled tennis event?,"['<pad>', '<pad>', 'i', 'set', 'set', 'for', 'for', 'for', 'for', 'for', 'the', 'the', 'the', 'the', 'at', 'at', '10', 'else', '<unk>', '<eos>']"
841,please give me the address and directions via the shortest distance to the nearest pizza place.,"the closest is pizza chicago, 5 miles away at 915 arbol dr. would you like directions there?","['<pad>', '<pad>', '<pad>', '<pad>', 'the', 'closest', 'closest', 'place', 'place', 'at', 'arastradero', 'arastradero', '<unk>', '<unk>', '<unk>', 'like', 'directions', 'directions', '<unk>', '<eos>']"
842,give me a location to a local parking lot,there's a parking garage 2 miles away. would you like the name and address of it?,"['<pad>', '<pad>', 'there', 'is', 'is', 'at', 'mile', 'at', 'at', 'it', 'it', '<unk>', '<unk>', '<unk>', 'you', 'there', 'directions', 'there', '<unk>', '<eos>']"
843,what is the forecast for the next 7 days,for what city are you interested in?,"['<pad>', '<pad>', '<pad>', 'you', 'you', 'you', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'know', 'know', 'the', 'week', '<unk>', '<eos>', '<eos>']"
844,show me directions to the nearest grocery store,the nearest grocery store is located 6 miles away at 452 arcadia pl.,"['<pad>', 'nearest', 'grocery', 'miles', 'miles', 'away', 'trader', 'joes', 'joes', 'miles', 'away', '<unk>', '<unk>', '<unk>', '<unk>', 'like', 'directions', 'directions', '<eos>', '<eos>']"
845,schedule a conference with the executive team for the 15th of this month at 9am.,"okay, scheduling a conference with the executive team for the 15th at 9am.","['<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'i', 'sure', 'sure', 'to', 'on', 'the', 'the', 'the', 'the', 'the', 'this', 'this', '<unk>', '<eos>']"
846,remind me to take my pills,what time do you need to take your pills?,"['we', '<unk>', '2', 'miles', 'away', 'from', 'quickest', 'but', 'but', 'is', 'heavy', 'traffic', 'on', 'our', 'way', '<unk>', 'sent', 'sent', 'sent', 'quickest', 'route', 'on', 'screen', 'screen', '<eos>']"
847,remind me to take my pills what time do you need to take your pills? i need to take my pills at 7 pm.,ok setting your medicine appointment for 7pm,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'reminder', 'medicine', 'medicine', 'on', 'on', 'on', 'on', 'august', 'august', 'august', 'august', 'pm', 'pm', '<unk>', '<unk>']"
848,what gas stations are here?,there is a chevron.,"['there', 'is', 'two', 'is', 'coffee', 'miles', '<unk>', '<unk>', '<unk>', '<unk>', '2', 'miles', 'miles', 'away', 'away', 'away', '<unk>', 'is', 'is', 'a', 'a', 'a', 'miles', '<eos>', '<eos>']"
849,what gas stations are here? there is a chevron. that's good! please pick the quickest route to get there and avoid all heavy traffic!,taking you to chevron.,"['<pad>', '<pad>', '<pad>', 'there', 'is', 'is', 'is', 'is', 'is', 'is', 'it', '<unk>', '<unk>', 'it', '2', '2', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', '<unk>', '<eos>', '<eos>']"
850,what's the temperature going to be like on friday,what city should i find friday's temperature for?,"['<pad>', '<pad>', 'the', 'the', 'monday', 'monday', 'new', 'york', 'city', 'city', 'is', 'with', 'with', 'with', '<unk>', '<unk>', '<unk>', '80s', '80s', 'lows', 'to', 'the', '60s', '60s', '<eos>']"
851,what's the temperature going to be like on friday what city should i find friday's temperature for? alhambra,on friday there will be clear skies in alhambra,"['<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'a', 'a', 'a', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'of', 'with', 'with', 'high', 'high', 'with', '<unk>', '<eos>']"
852,give me directions to the closest grocery store,there are whole foods 2 miles away and sigona farmers market 4 miles away. where do we go?,"['we', '<unk>', '4', 'miles', 'away', 'from', 'safeway', 'but', 'there', 'is', 'heavy', 'traffic', 'in', 'this', 'moment', '<unk>', 'i', 'i', 'set', 'set', 'gps', 'to', 'go', 'there', '<eos>']"
853,what will the weather in fresno be in the next 48 hours?,the weather in fresno over the next 48 hours will be cloudy with snow.,"['the', 'next', '48', 'hours', 'it', 'seattle', 'be', 'to', 'to', 'misty', 'misty', 'with', 'with', 'with', 'with', 'and', 'and', 'and', 'the', 'the', 'the', 'the', 'the', '70f', '<eos>']"
854,where is home,"home is where is your heart is, at 56 cadwell street","['we', '<unk>', '2', 'miles', 'miles', 'from', 'from', 'but', 'but', 'there', 'is', 'miles', 'miles', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'to', 'to', 'to', 'to', 'there', '<eos>']"
855,where is the closest grocery store,we are 4 miles away from whole foods and from safeway: which one do you prefer?,"['we', '<unk>', '4', 'miles', 'away', 'from', 'from', 'the', 'and', 'there', 'is', 'traffic', 'away', 'from', '<unk>', '<unk>', 'you', 'you', 'to', 'to', 'to', 'to', 'there', 'there', '<eos>']"
856,where is the closest grocery store we are 4 miles away from whole foods and from safeway: which one do you prefer? safeway.,safeway is located at 452 arcadia pl.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', 'a', 'a', 'a', 'at', 'at', 'at', 'at', 'at', 'of', 'in', 'in', 'in', 'with', 'in', '<unk>', '<unk>']"
857,give me directions to the closest grocery store,we're 3 miles away from willows market but there is a car collision nearby,"['we', '<unk>', '4', 'miles', 'away', 'from', 'safeway', 'but', 'there', 'is', 'heavy', 'traffic', 'in', 'this', 'moment', '<unk>', 'i', 'i', 'set', 'set', 'gps', 'to', 'go', 'there', '<eos>']"
858,where does my friend live?,jill's house is located 5 miles away at 347 alta mesa avenue.,"['jill', '<unk>', '<unk>', 'talking', '2', 'miles', 'he', 'lives', '347', 'alta', 'mesa', 'while', '<unk>', 'is', '6', 'miles', 'me', 'to', 'who', 'who', 'navigation', 'to', 'go', 'go', '<eos>']"
859,where does my friend live? jill's house is located 5 miles away at 347 alta mesa avenue.,sorry i didn't get that.,"['<pad>', '<pad>', '<pad>', 'a', 'a', 'now', 'now', '<unk>', 'the', '<unk>', '<unk>', '<unk>', '5', 'miles', '<unk>', '<unk>', '<unk>', 'we', 'in', 'in', 'in', '<unk>', '<unk>', '<unk>', '<eos>']"
860,what is the highest temperature in brentwood over the next two days?,it will be 80f on tuesday in brentwood.,"['<pad>', '<pad>', '<pad>', '<pad>', 'will', 'clear', 'clear', 'in', 'durham', 'thursday', 'thursday', 'thursday', 'and', 'on', '<unk>', '<unk>', '<unk>', 'on', 'on', 'on', 'the', 'the', '<unk>', '<unk>', '<eos>']"
861,set reminder for dinner at 11am with mom on friday,"okay, scheduling friday dinner with mom at 11 am.","['<pad>', 'have', 'two', 'are', 'to', 'to', 'to', 'with', 'thursday', 'with', 'with', 'with', 'with', 'with', '<unk>', '<unk>', 'the', 'the', 'the', 'the', 'the', 'the', '60s', '<unk>', '<eos>']"
862,what time is dinner tonight,your dinner is 5pm tonight.,"['okay', 'have', 'two', '<unk>', '<unk>', '<unk>', 'monday', '<unk>', '<unk>', '<unk>', '<unk>', '5', 'on', '<unk>', 'would', 'would', 'would', 'would', 'like', 'to', 'the', 'the', '<unk>', '<unk>', '<eos>']"
863,what are the directions to the closest parking garage,"the closest parking garage is civic center garage, located 4 miles away at 270 altaire walk.","['<pad>', '<pad>', 'the', 'parking', 'parking', 'garage', 'garage', 'alester', 'alester', 'alester', '<unk>', '<unk>', 'is', 'is', '1', 'away', 'away', 'there', 'is', 'is', 'a', 'block', 'block', '<eos>', '<eos>']"
864,give me directions to the nearest shopping center,"i've set the gps to stanford shopping center, 773 alger dr, it's 2 miles away","['<pad>', '<pad>', 'there', 'is', 'no', 'starbucks', 'nearby', 'away', 'mile', '<unk>', '<unk>', '<unk>', 'no', 'traffic', 'traffic', 'traffic', 'away', '<unk>', 'there', 'there', 'you', 'like', 'to', '<unk>', '<eos>']"
865,"give me directions to the nearest shopping center i've set the gps to stanford shopping center, 773 alger dr, it's 2 miles away thanks",you're welcome,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'a', 'a', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', '<unk>', '<eos>']"
866,find the address to a hospital or clinic.,stanford express care is at 214 el camino real.,"['<pad>', '<pad>', 'there', 'is', 'road', 'block', 'miles', 'and', 'and', 'is', 'is', 'is', 'miles', 'away', 'and', 'and', 'is', 'is', 'is', 'is', 'is', 'a', 'block', '<eos>', '<eos>']"
867,find the address to a hospital or clinic. stanford express care is at 214 el camino real. thank you.,good day,"['<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '4', '4', '4', 'away', 'at', '<unk>', '<unk>', '4', '4', 'miles', '<unk>', '<unk>', '<unk>', 'be', 'is', 'is', 'is', '<unk>', '<unk>', '<eos>']"
868,is it going to snow this week,where should i check for snow?,"['okay', '<unk>', 'i', 'for', 'for', 'the', 'monday', 'the', 'the', 'tuesday', '5', 'wednesday', 'wednesday', 'wednesday', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'of', '<unk>', '<eos>']"
869,is it going to snow this week where should i check for snow? corona,there will be no snow in corona this week.,"['<pad>', '<pad>', 'i', 'have', 'have', 'with', 'with', 'on', 'on', 'the', 'the', 'the', 'the', 'the', 'the', 'and', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<eos>']"
870,i need a reminder for dinner.,what time shall i set a dinner reminder?,"['<pad>', '<pad>', '<pad>', 'have', 'have', 'with', 'with', 'the', 'the', 'the', 'at', 'with', 'with', 'with', 'and', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<eos>']"
871,will it be warm in compton on wednesday?,it will not be warm in compton on wednesday.,"['<pad>', '<pad>', 'your', 'am', 'am', 'is', 'is', 'the', 'the', 'the', 'at', 'jon', 'jon', 'jon', 'the', 'the', 'the', 'the', 'at', 'at', 'at', 'at', 'pm', '<unk>', '<eos>']"
872,will it be warm in compton on wednesday? it will not be warm in compton on wednesday. thank you.,anytime.,"['<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '4', '4', '4', 'miles', 'at', '<unk>', '<unk>', '4', '4', '4', '<unk>', 'be', 'be', 'able', 'is', 'is', '<unk>', '<unk>', '<unk>']"
873,"set me a reminder for football activity at 1pm, this month on the 11th, with marie.",reminder for football on the 11th of this month at 1pm with marie is set.,"['okay', '<pad>', 'i', 'will', 'a', 'a', 'a', 'a', 'for', 'for', 'for', 'for', '5pm', '5pm', '5pm', '5pm', 'at', 'at', 'with', 'with', 'with', 'with', '<unk>', '<unk>', '<eos>']"
874,set an appointment for swimming,what time would like me to set the appointment?,"['okay', 'have', 'have', 'have', '<unk>', '<unk>', 'with', 'with', '<unk>', '<unk>', '<unk>', 'pm', 'with', 'with', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>']"
875,set an appointment for swimming what time would like me to set the appointment? at 3pm on saturday please,okay i set your appointment for 3pm on saturday. have a good time!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'on', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<eos>']"
876,i need gas.,valero is 4 miles away.,"['<pad>', '<unk>', '<unk>', '<unk>', 'a', 'with', 'with', 'the', 'the', 'at', 'at', 'with', 'with', 'with', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'for', 'for', '<unk>', '<eos>']"
877,i need gas. valero is 4 miles away. what is the address?,valero is at 200 alester avenue.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', '3', 'miles', 'away', 'away', 'away', '<unk>', '<unk>', '<unk>', 'is', 'is', 'road', 'road', 'road', 'reported', 'reported', '<unk>', '<eos>']"
878,take me to my friend's house,"your friends house is on 5677 southwest 4th street, there is moderate traffic on our way but we're just 1 miles away","['i', 'do', '<unk>', 'see', 'your', 'friend', '<unk>', 'house', 'the', 'the', 'area', '<unk>', 'home', 'is', '6', 'miles', 'away', '<unk>', 'would', 'you', 'like', 'to', 'go', 'there', '<eos>']"
879,where can i go shopping?,we're 3 miles away from midtown shopping center and there is no traffic on our way,"['<pad>', 'is', 'is', 'is', 'traffic', 'nearby', 'nearby', '<unk>', 'and', 'and', 'miles', 'miles', 'miles', 'away', '<unk>', 'there', '<unk>', '<unk>', 'is', 'road', 'road', 'the', 'nearby', '<eos>', '<eos>']"
