,inputs,outputs,prediction
311,take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes.,grocery_store#poi is at Safeway#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
312,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there!",the only route has The_Westin#traffic_info is that going to be okay?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
313,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there! the only route has The_Westin#traffic_info is that going to be okay? where is the nearest grocery store with no traffic?","grocery_store#poi is the only grocery store listed, it has The_Westin#traffic_info. will that be ok?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
314,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there! the only route has The_Westin#traffic_info is that going to be okay? where is the nearest grocery store with no traffic? grocery_store#poi is the only grocery store listed, it has The_Westin#traffic_info. will that be ok? yes please set the gps for there.",setting destination now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
315,"take me to the nearest grocery store there is a grocery_store#poi Mandarin_Roots#distance away: would you like to get its address? yes. grocery_store#poi is at Safeway#address. thank you car, pick a route with no traffic and let's go there! the only route has The_Westin#traffic_info is that going to be okay? where is the nearest grocery store with no traffic? grocery_store#poi is the only grocery store listed, it has The_Westin#traffic_info. will that be ok? yes please set the gps for there.  setting destination now.  thank you.",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
316,is it currently hailing in manhattan?,"it is not hailing in manhattan, the forecast says it is dry today.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it starbucks round the it's on <unk> <eos>
317,"is it currently hailing in manhattan?  it is not hailing in manhattan, the forecast says it is dry today. thank you car!",any time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're now <eos>
318,is it going to be cloudy this week,could you please let me know what place i am looking up the data for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> city do you want are weather <unk> <eos>
319,is it going to be cloudy this week could you please let me know what place i am looking up the data for? boston,this week boston does not have any weather predictions of it being cloudy,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are problem <eos>
320,"is it going to be cloudy this week could you please let me know what place i am looking up the data for? boston this week boston does not have any weather predictions of it being cloudy thanks car, that works.",no problem my driver!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are problem <eos>
321,check weather for new york city,for which time period did you want weather information?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what time period are you interested <unk> <eos>
322,"check weather for new york city for which time period did you want weather information? i need current weather data about new york, specifically information about the temperature.",it is between 50dinner#agenda70f in new york right now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
323,"check weather for new york city for which time period did you want weather information? i need current weather data about new york, specifically information about the temperature.  it is between 50dinner#agenda70f in new york right now. awesome.",no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
324,what's the temperature going to be like this week,what city are you in?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what location do you want the temperature <unk> <eos>
325,what's the temperature going to be like this week what city are you in? i'm in manhattan,this week in manhattan the temperature will range from 20f to 100f,the temperature in manhattan the temperature temperature in of and on monday and then and during high of 60f <eos>
326,what's the temperature going to be like this week what city are you in? i'm in manhattan this week in manhattan the temperature will range from 20f to 100f thank you very much car!,i'm here to assist you!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
327,set a reminder for me to take my medicine at 9am on sunday with by brother frank.,"okay, setting a reminder to take medicine with your yoga_activity#party frank at 9 am on dinner#date.",<pad> <pad> <pad> <pad> <pad> <pad> reminder on to medicine on the at on on the 8th with medicine <eos>
328,"set a reminder for me to take my medicine at 9am on sunday with by brother frank. okay, setting a reminder to take medicine with your yoga_activity#party frank at 9 am on dinner#date. thank you",no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome <eos>
329,"i need to know my conference agenda, date and who is attending.",your conference is set for football_activity#date with your conference#party to conference#agenda.,<pad> <pad> <pad> <pad> the <unk> located <unk> the the the the <unk> in the one with the <unk> <eos>
330,"i need to know my conference agenda, date and who is attending.  your conference is set for football_activity#date with your conference#party to conference#agenda. great, and who all will be there?",the conference is with your conference#party.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to welcome <eos>
331,"i need to know my conference agenda, date and who is attending.  your conference is set for football_activity#date with your conference#party to conference#agenda. great, and who all will be there? the conference is with your conference#party. thanks.",you're welcome. don't forget it's held in conference#room.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to welcome <eos>
332,"i need to know my conference agenda, date and who is attending.  your conference is set for football_activity#date with your conference#party to conference#agenda. great, and who all will be there? the conference is with your conference#party. thanks. you're welcome. don't forget it's held in conference#room. thank you.",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to welcome <eos>
333,where does my friend live?,jack lives at jacks_house#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> mesa <pad> <pad> <pad> friends <pad> <pad> and you navigation <unk> <eos>
334,where does my friend live? jack lives at jacks_house#address. thanks.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
335,get me directions to the nearest starbucks,there is no coffee_or_tea_place#poi locally.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is like starbucks nearby <eos>
336,get me directions to the nearest starbucks there is no coffee_or_tea_place#poi locally.  any coffee shops locally?,coffee_or_tea_place#poi is Stanford_Express_Care#distance away at Teavopfootball_activity#partyetrist_appointment#party#address. with The_Westin#traffic_info.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 394 is is is and at away and coffee <eos>
337,"get me directions to the nearest starbucks there is no coffee_or_tea_place#poi locally.  any coffee shops locally? coffee_or_tea_place#poi is Stanford_Express_Care#distance away at Teavopfootball_activity#partyetrist_appointment#party#address. with The_Westin#traffic_info.  ok, please give me the directions via the fastest route.",the current route is the fastest one i can find,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> all screen <eos>
338,"get me directions to the nearest starbucks there is no coffee_or_tea_place#poi locally.  any coffee shops locally? coffee_or_tea_place#poi is Stanford_Express_Care#distance away at Teavopfootball_activity#partyetrist_appointment#party#address. with The_Westin#traffic_info.  ok, please give me the directions via the fastest route.  the current route is the fastest one i can find great, thank you",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> all screen <eos>
339,where can i find a parking garage?,parking_garage#poi	is at Palo_Alto_Garage_R#address.,we're 1 miles away from dish parking and 4 miles away from palo alto garage r i suggest you <eos>
340,where can i find a parking garage? parking_garage#poi	is at Palo_Alto_Garage_R#address. is that the quickest route?,"i will send on your screen the quickest route, sure, there is Pizza_Chicago#traffic_info now and we will have to make the route slightly longer",<pad> <pad> <pad> <pad> <pad> <pad> <pad> a a at i i a set a like like drive set <eos>
341,"where can i find a parking garage? parking_garage#poi	is at Palo_Alto_Garage_R#address. is that the quickest route? i will send on your screen the quickest route, sure, there is Pizza_Chicago#traffic_info now and we will have to make the route slightly longer ok thanks for the notification.","you're welcome, we should arrive shortly.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <pad> you're <unk> <eos>
342,which day is my appointment on,which appointment would you like the date for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your optometrist appointment is on <unk> <eos>
343,will there be clear skies in fresno on wednesday?,"the forecast says there will be snow in fresno, there is no mention of clear skies on lab_appointment#date.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no on on there forecast be rain on be be blizzard <eos>
344,"will there be clear skies in fresno on wednesday? the forecast says there will be snow in fresno, there is no mention of clear skies on lab_appointment#date. thank you",you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you very <unk> <eos>
345,directions to the grocery store,grocery_store#poi located at Whole_Foods#address is 1 mile away although there is a Valero#traffic_info,<pad> <pad> <pad> there <pad> <pad> nearby grocery store which is <pad> on <pad> alma st is that <unk> <eos>
346,"directions to the grocery store grocery_store#poi located at Whole_Foods#address is 1 mile away although there is a Valero#traffic_info ok, please give me directions via the quickest route.",the current route is the quickest,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> directions route mile now <eos>
